Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio
Puerto Rico,US,2021-04-01 4:27,18.373715,-66.560488,399,0,,,"Florida, Puerto Rico, US",3525.669347,0
Puerto Rico,US,2021-04-01 4:27,17.982429,-66.919643,153,0,,,"Guanica, Puerto Rico, US",994.6044335,0
Puerto Rico,US,2021-04-01 4:27,18.007516,-66.133908,633,0,,,"Guayama, Puerto Rico, US",1603.95287,0
Puerto Rico,US,2021-04-01 4:27,18.039942,-66.79186,263,0,,,"Guayanilla, Puerto Rico, US",1492.367928,0
Puerto Rico,US,2021-04-01 4:27,18.345114,-66.114523,3492,0,,,"Guaynabo, Puerto Rico, US",4170.647812,0
Puerto Rico,US,2021-04-01 4:27,18.266461,-65.979705,1624,0,,,"Gurabo, Puerto Rico, US",3448.49553,0
Puerto Rico,US,2021-04-01 4:27,18.410928,-66.796326,924,0,,,"Hatillo, Puerto Rico, US",2356.060992,0
Puerto Rico,US,2021-04-01 4:27,18.134532,-67.113972,322,0,,,"Hormigueros, Puerto Rico, US",2075.009666,0
Puerto Rico,US,2021-04-01 4:27,18.145211,-65.810174,1335,0,,,"Humacao, Puerto Rico, US",2635.579334,0
Puerto Rico,US,2021-04-01 4:27,18.44981,-67.005093,1042,0,,,"Isabela, Puerto Rico, US",2577.740395,0
Puerto Rico,US,2021-04-01 4:27,18.211446,-66.58878,211,0,,,"Jayuya, Puerto Rico, US",1518.969117,0
Puerto Rico,US,2021-04-01 4:27,18.050764,-66.494581,916,0,,,"Juana Diaz, Puerto Rico, US",2050.180174,0
Puerto Rico,US,2021-04-01 4:27,18.223793,-65.909109,1635,0,,,"Juncos, Puerto Rico, US",4285.152667,0
Puerto Rico,US,2021-04-01 4:27,18.011661,-67.040585,268,0,,,"Lajas, Puerto Rico, US",1217.628351,0
Puerto Rico,US,2021-04-01 4:27,18.269035,-66.867236,605,0,,,"Lares, Puerto Rico, US",2492.17334,0
Puerto Rico,US,2021-04-01 4:27,18.23679,-66.98362,138,0,,,"Las Marias, Puerto Rico, US",1740.885581,0
Puerto Rico,US,2021-04-01 4:27,18.187527,-65.869468,1214,0,,,"Las Piedras, Puerto Rico, US",3280.460453,0
Puerto Rico,US,2021-04-01 4:27,18.425688,-65.89943,889,0,,,"Loiza, Puerto Rico, US",3620.73881,0
Puerto Rico,US,2021-04-01 4:27,18.342114,-65.725097,501,0,,,"Luquillo, Puerto Rico, US",2836.116615,0
Puerto Rico,US,2021-04-01 4:27,18.420473,-66.490461,1121,0,,,"Manati, Puerto Rico, US",3006.409741,0
Puerto Rico,US,2021-04-01 4:27,18.171795,-66.942126,71,0,,,"Maricao, Puerto Rico, US",1307.550645,0
Puerto Rico,US,2021-04-01 4:27,18.017889,-65.922235,216,0,,,"Maunabo, Puerto Rico, US",2092.820463,0
Puerto Rico,US,2021-04-01 4:27,18.2013,-67.1452,1470,0,,,"Mayaguez, Puerto Rico, US",2055.081784,0
Puerto Rico,US,2021-04-01 4:27,18.377805,-67.080952,1148,0,,,"Moca, Puerto Rico, US",3290.246769,0
Puerto Rico,US,2021-04-01 4:27,18.316963,-66.420383,1126,0,,,"Morovis, Puerto Rico, US",3711.883962,0
Puerto Rico,US,2021-04-01 4:27,18.230637,-65.753897,691,0,,,"Naguabo, Puerto Rico, US",2682.349288,0
Puerto Rico,US,2021-04-01 4:27,18.288019,-66.252703,1166,0,,,"Naranjito, Puerto Rico, US",4263.409997,0
Puerto Rico,US,2021-04-01 4:27,18.215046,-66.433604,693,0,,,"Orocovis, Puerto Rico, US",3427.299703,0
Puerto Rico,US,2021-04-01 4:27,,,246,0,,,"Out of PR, Puerto Rico, US",,0
Puerto Rico,US,2021-04-01 4:27,18.03174,-66.012242,238,0,,,"Patillas, Puerto Rico, US",1468.138918,0
Puerto Rico,US,2021-04-01 4:27,18.059645,-66.721572,456,0,,,"Penuelas, Puerto Rico, US",2368.954231,0
Puerto Rico,US,2021-04-01 4:27,18.059498,-66.613748,2601,0,,,"Ponce, Puerto Rico, US",1972.232543,0
Puerto Rico,US,2021-04-01 4:27,18.439692,-66.926113,643,0,,,"Quebradillas, Puerto Rico, US",2805.654944,0
Puerto Rico,US,2021-04-01 4:27,18.335443,-67.23174,342,0,,,"Rincon, Puerto Rico, US",2504.393673,0
Puerto Rico,US,2021-04-01 4:27,18.346329,-65.813742,1482,0,,,"Rio Grande, Puerto Rico, US",3085.892764,0
Puerto Rico,US,2021-04-01 4:27,18.08282,-66.943758,275,0,,,"Sabana Grande, Puerto Rico, US",1266.580693,0
Puerto Rico,US,2021-04-01 4:27,18.010387,-66.256592,586,0,,,"Salinas, Puerto Rico, US",2160.129755,0
Puerto Rico,US,2021-04-01 4:27,18.111484,-67.038581,419,0,,,"San German, Puerto Rico, US",1386.17792,0
Puerto Rico,US,2021-04-01 4:27,18.386933,-66.061128,14562,0,,,"San Juan, Puerto Rico, US",4572.903615,0
Puerto Rico,US,2021-04-01 4:27,18.147987,-65.976392,1353,0,,,"San Lorenzo, Puerto Rico, US",3759.482064,0
Puerto Rico,US,2021-04-01 4:27,18.328646,-66.971214,1074,0,,,"San Sebastian, Puerto Rico, US",3022.9678,0
Puerto Rico,US,2021-04-01 4:27,17.994525,-66.388913,358,0,,,"Santa Isabel, Puerto Rico, US",1687.962657,0
Puerto Rico,US,2021-04-01 4:27,18.362406,-66.246616,3060,0,,,"Toa Alta, Puerto Rico, US",4248.524818,0
Puerto Rico,US,2021-04-01 4:27,18.431446,-66.213553,3017,0,,,"Toa Baja, Puerto Rico, US",4062.150772,0
Puerto Rico,US,2021-04-01 4:27,18.336159,-65.998884,2347,0,,,"Trujillo Alto, Puerto Rico, US",3685.962873,0
Puerto Rico,US,2021-04-01 4:27,,,3092,2118,,,"Unassigned, Puerto Rico, US",,68.49935317
Puerto Rico,US,2021-04-01 4:27,18.271214,-66.702984,717,0,,,"Utuado, Puerto Rico, US",2617.265924,0
Puerto Rico,US,2021-04-01 4:27,18.409346,-66.33725,1343,0,,,"Vega Alta, Puerto Rico, US",3724.245029,0
Puerto Rico,US,2021-04-01 4:27,18.428262,-66.397924,2273,0,,,"Vega Baja, Puerto Rico, US",4543.909801,0
Puerto Rico,US,2021-04-01 4:27,18.123276,-65.440971,117,0,,,"Vieques, Puerto Rico, US",1395.182447,0
Puerto Rico,US,2021-04-01 4:27,18.127951,-66.473115,659,0,,,"Villalba, Puerto Rico, US",3083.473704,0
Puerto Rico,US,2021-04-01 4:27,18.070399,-65.896289,788,0,,,"Yabucoa, Puerto Rico, US",2440.988786,0
Puerto Rico,US,2021-04-01 4:27,18.080374,-66.858814,599,0,,,"Yauco, Puerto Rico, US",1784.065525,0
Recovered,US,2021-04-01 4:27,,,0,0,,,"Recovered, US",,
Rhode Island,US,2021-04-01 4:27,41.71018079,-71.28652315,4591,140,,,"Bristol, Rhode Island, US",9470.079828,3.049444565
Rhode Island,US,2021-04-01 4:27,41.67106337,-71.57641596,16664,343,,,"Kent, Rhode Island, US",10142.91627,2.058329333
Rhode Island,US,2021-04-01 4:27,41.5642026,-71.26569799,5785,39,,,"Newport, Rhode Island, US",7047.830219,0.674157303
Rhode Island,US,2021-04-01 4:27,41.87064746,-71.57753536,88787,1909,,,"Providence, Rhode Island, US",13896.17971,2.15008954
Rhode Island,US,2021-04-01 4:27,,,12400,23,,,"Unassigned, Rhode Island, US",,0.185483871
Rhode Island,US,2021-04-01 4:27,41.45961631,-71.61435303,9102,165,,,"Washington, Rhode Island, US",7248.142574,1.812788398
South Carolina,US,2021-04-01 4:27,34.22333378,-82.46170658,2427,37,,,"Abbeville, South Carolina, US",9895.217515,1.524515863
South Carolina,US,2021-04-01 4:27,33.54338026,-81.63645384,16495,215,,,"Aiken, South Carolina, US",9653.424786,1.30342528
South Carolina,US,2021-04-01 4:27,32.98837386,-81.35321066,892,15,,,"Allendale, South Carolina, US",10267.03499,1.68161435
South Carolina,US,2021-04-01 4:27,34.51828081,-82.63959517,21724,496,,,"Anderson, South Carolina, US",10724.82943,2.2831891
South Carolina,US,2021-04-01 4:27,33.21927586,-81.05659969,1507,51,,,"Bamberg, South Carolina, US",10713.7779,3.384207034
South Carolina,US,2021-04-01 4:27,33.26679302,-81.43584352,2476,53,,,"Barnwell, South Carolina, US",11866.19381,2.140549273
South Carolina,US,2021-04-01 4:27,32.39226291,-80.72619758,16253,198,,,"Beaufort, South Carolina, US",8459.728714,1.218236633
South Carolina,US,2021-04-01 4:27,33.20222596,-79.94654523,16220,183,,,"Berkeley, South Carolina, US",7116.938049,1.128236745
South Carolina,US,2021-04-01 4:27,33.66926881,-80.77722168,1275,36,,,"Calhoun, South Carolina, US",8761.08019,2.823529412
South Carolina,US,2021-04-01 4:27,32.82487866,-79.96512315,40599,480,,,"Charleston, South Carolina, US",9868.353889,1.18229513
South Carolina,US,2021-04-01 4:27,35.05122251,-81.61828622,5748,147,,,"Cherokee, South Carolina, US",10031.41361,2.557411273
South Carolina,US,2021-04-01 4:27,34.69249168,-81.1583216,3963,70,,,"Chester, South Carolina, US",12290.65873,1.766338632
South Carolina,US,2021-04-01 4:27,34.64137396,-80.1564014,4569,98,,,"Chesterfield, South Carolina, US",10008.76232,2.144889473
South Carolina,US,2021-04-01 4:27,33.66610974,-80.21647898,3302,105,,,"Clarendon, South Carolina, US",9785.153356,3.179890975
South Carolina,US,2021-04-01 4:27,32.87582989,-80.67641292,3392,122,,,"Colleton, South Carolina, US",9002.839929,3.596698113
South Carolina,US,2021-04-01 4:27,34.33358335,-79.96027485,8134,171,,,"Darlington, South Carolina, US",12209.91324,2.102286698
South Carolina,US,2021-04-01 4:27,34.39007791,-79.37741872,4232,80,,,"Dillon, South Carolina, US",13884.96998,1.890359168
South Carolina,US,2021-04-01 4:27,33.0794369,-80.40502652,16333,206,,,"Dorchester, South Carolina, US",10032.00069,1.26125023
South Carolina,US,2021-04-01 4:27,33.77221995,-81.96231108,2966,41,,,"Edgefield, South Carolina, US",10880.41086,1.382333109
South Carolina,US,2021-04-01 4:27,34.39287073,-81.1195624,2272,78,,,"Fairfield, South Carolina, US",10166.91278,3.433098592
South Carolina,US,2021-04-01 4:27,34.02361754,-79.70189312,17185,397,,,"Florence, South Carolina, US",12426.51472,2.310154204
South Carolina,US,2021-04-01 4:27,33.43443342,-79.33202141,6477,137,,,"Georgetown, South Carolina, US",10333.43969,2.115176779
South Carolina,US,2021-04-01 4:27,34.89502264,-82.37295012,69416,947,,,"Greenville, South Carolina, US",13258.91715,1.364238792
South Carolina,US,2021-04-01 4:27,34.15272415,-82.12715789,7635,166,,,"Greenwood, South Carolina, US",10782.2231,2.174197773
South Carolina,US,2021-04-01 4:27,32.77419582,-81.13845571,1834,47,,,"Hampton, South Carolina, US",9541.150765,2.562704471
South Carolina,US,2021-04-01 4:27,33.9212828,-78.99555293,36928,555,,,"Horry, South Carolina, US",10429.25206,1.50292461
South Carolina,US,2021-04-01 4:27,32.43171982,-81.02487495,2231,43,,,"Jasper, South Carolina, US",7418.614704,1.927386822
South Carolina,US,2021-04-01 4:27,34.33988254,-80.58763164,7058,133,,,"Kershaw, South Carolina, US",10605.40037,1.884386512
South Carolina,US,2021-04-01 4:27,34.68270843,-80.70513032,10100,157,,,"Lancaster, South Carolina, US",10304.86063,1.554455446
South Carolina,US,2021-04-01 4:27,34.48244419,-82.00490796,6725,164,,,"Laurens, South Carolina, US",9963.996266,2.43866171
South Carolina,US,2021-04-01 4:27,34.16393091,-80.25690731,1828,59,,,"Lee, South Carolina, US",10862.84763,3.227571116
South Carolina,US,2021-04-01 4:27,33.89665987,-81.27146426,31595,465,,,"Lexington, South Carolina, US",10575.73222,1.471751859
South Carolina,US,2021-04-01 4:27,34.07859748,-79.36400756,3423,101,,,"Marion, South Carolina, US",11165.47607,2.950628104
South Carolina,US,2021-04-01 4:27,34.59905577,-79.67561152,3126,51,,,"Marlboro, South Carolina, US",11968.75718,1.631477927
South Carolina,US,2021-04-01 4:27,33.90161443,-82.30794338,993,27,,,"McCormick, South Carolina, US",10493.501,2.719033233
South Carolina,US,2021-04-01 4:27,34.28629098,-81.59935761,4668,95,,,"Newberry, South Carolina, US",12143.60042,2.035132819
South Carolina,US,2021-04-01 4:27,34.75225169,-83.06742317,8933,131,,,"Oconee, South Carolina, US",11229.98014,1.46647263
South Carolina,US,2021-04-01 4:27,33.4391073,-80.79886287,9315,234,,,"Orangeburg, South Carolina, US",10809.39948,2.512077295
South Carolina,US,2021-04-01 4:27,34.88807695,-82.72791551,17503,279,,,"Pickens, South Carolina, US",13794.48945,1.594012455
South Carolina,US,2021-04-01 4:27,34.01791263,-80.90267209,43883,527,,,"Richland, South Carolina, US",10554.91282,1.20092063
South Carolina,US,2021-04-01 4:27,34.00795823,-81.72713237,1706,48,,,"Saluda, South Carolina, US",8332.926293,2.813599062
South Carolina,US,2021-04-01 4:27,34.92960077,-81.99225984,38783,764,,,"Spartanburg, South Carolina, US",12127.83589,1.969935281
South Carolina,US,2021-04-01 4:27,33.91826534,-80.37942316,10082,195,,,"Sumter, South Carolina, US",9447.062902,1.934140052
South Carolina,US,2021-04-01 4:27,,,0,0,,,"Unassigned, South Carolina, US",,
South Carolina,US,2021-04-01 4:27,34.68835752,-81.61730349,2879,84,,,"Union, South Carolina, US",10539.61048,2.91767975
South Carolina,US,2021-04-01 4:27,33.62190129,-79.72767442,3925,95,,,"Williamsburg, South Carolina, US",12924.78925,2.420382166
South Carolina,US,2021-04-01 4:27,34.97281497,-81.18085944,28620,363,,,"York, South Carolina, US",10185.8146,1.268343816
South Dakota,US,2021-04-01 4:27,43.71757685,-98.56050467,459,15,,,"Aurora, South Dakota, US",16684.84188,3.267973856
South Dakota,US,2021-04-01 4:27,44.41464384,-98.27858469,2869,40,,,"Beadle, South Dakota, US",15547.60744,1.394214012
South Dakota,US,2021-04-01 4:27,43.19486375,-101.6665572,386,9,,,"Bennett, South Dakota, US",11471.02526,2.331606218
South Dakota,US,2021-04-01 4:27,42.98914167,-97.88592746,1513,26,,,"Bon Homme, South Dakota, US",21924.35879,1.718440185
South Dakota,US,2021-04-01 4:27,44.36974375,-96.79079945,3837,37,,,"Brookings, South Dakota, US",10938.7918,0.964295022
South Dakota,US,2021-04-01 4:27,45.58994323,-98.35165355,5304,91,,,"Brown, South Dakota, US",13656.37632,1.715686275
South Dakota,US,2021-04-01 4:27,43.71756379,-99.08118954,701,9,,,"Brule, South Dakota, US",13233.90598,1.283880171
South Dakota,US,2021-04-01 4:27,44.07657829,-99.20814467,423,13,,,"Buffalo, South Dakota, US",21559.63303,3.073286052
South Dakota,US,2021-04-01 4:27,44.90608745,-103.5079318,1009,20,,,"Butte, South Dakota, US",9674.944865,1.982160555
South Dakota,US,2021-04-01 4:27,45.77074915,-100.0510181,131,4,,,"Campbell, South Dakota, US",9520.348837,3.053435115
South Dakota,US,2021-04-01 4:27,43.20660134,-98.58856175,1347,21,,,"Charles Mix, South Dakota, US",14496.34094,1.559020045
South Dakota,US,2021-04-01 4:27,44.85834507,-97.72925109,417,5,,,"Clark, South Dakota, US",11161.67024,1.199040767
South Dakota,US,2021-04-01 4:27,42.91296147,-96.97656917,1871,15,,,"Clay, South Dakota, US",13297.79673,0.801710315
South Dakota,US,2021-04-01 4:27,44.97788119,-97.18827677,4209,80,,,"Codington, South Dakota, US",15027.31265,1.900689
South Dakota,US,2021-04-01 4:27,45.70889983,-101.1970473,476,12,,,"Corson, South Dakota, US",11649.535,2.521008403
South Dakota,US,2021-04-01 4:27,43.67741105,-103.4534521,781,12,,,"Custer, South Dakota, US",8704.859563,1.536491677
South Dakota,US,2021-04-01 4:27,43.67490933,-98.14458906,3115,66,,,"Davison, South Dakota, US",15752.21239,2.118780096
South Dakota,US,2021-04-01 4:27,45.367281,-97.60737498,677,29,,,"Day, South Dakota, US",12481.56342,4.283604136
South Dakota,US,2021-04-01 4:27,44.75994309,-96.66943645,494,8,,,"Deuel, South Dakota, US",11353.71179,1.619433198
South Dakota,US,2021-04-01 4:27,45.15639647,-100.8709139,1440,26,,,"Dewey, South Dakota, US",24439.91853,1.805555556
South Dakota,US,2021-04-01 4:27,43.38520741,-98.36978007,446,9,,,"Douglas, South Dakota, US",15268.74358,2.01793722
South Dakota,US,2021-04-01 4:27,45.41846445,-99.21545423,493,13,,,"Edmunds, South Dakota, US",12875.42439,2.636916836
South Dakota,US,2021-04-01 4:27,43.23929297,-103.5275691,564,15,,,"Fall River, South Dakota, US",8401.608819,2.659574468
South Dakota,US,2021-04-01 4:27,45.07082625,-99.14535601,364,13,,,"Faulk, South Dakota, US",15832.97086,3.571428571
South Dakota,US,2021-04-01 4:27,45.1723937,-96.77002276,1009,42,,,"Grant, South Dakota, US",14307.99773,4.162537166
South Dakota,US,2021-04-01 4:27,43.19419064,-99.18883902,572,30,,,"Gregory, South Dakota, US",13667.86141,5.244755245
South Dakota,US,2021-04-01 4:27,44.29299053,-101.539099,260,10,,,"Haakon, South Dakota, US",13691.41654,3.846153846
South Dakota,US,2021-04-01 4:27,44.67385954,-97.18829593,745,38,,,"Hamlin, South Dakota, US",12086.30759,5.100671141
South Dakota,US,2021-04-01 4:27,44.54708407,-99.00386459,354,6,,,"Hand, South Dakota, US",11093.70103,1.694915254
South Dakota,US,2021-04-01 4:27,43.6746384,-97.78715148,376,4,,,"Hanson, South Dakota, US",10889.08196,1.063829787
South Dakota,US,2021-04-01 4:27,45.58015551,-103.4958629,92,1,,,"Harding, South Dakota, US",7087.827427,1.086956522
South Dakota,US,2021-04-01 4:27,44.39091534,-99.99661148,2368,37,,,"Hughes, South Dakota, US",13511.35456,1.5625
South Dakota,US,2021-04-01 4:27,43.33449012,-97.75536441,839,26,,,"Hutchinson, South Dakota, US",11507.33781,3.098927294
South Dakota,US,2021-04-01 4:27,44.54747703,-99.48572582,140,1,,,"Hyde, South Dakota, US",10760.95311,0.714285714
South Dakota,US,2021-04-01 4:27,43.69318385,-101.6255063,283,14,,,"Jackson, South Dakota, US",8462.91866,4.946996466
South Dakota,US,2021-04-01 4:27,44.06637798,-98.62965972,275,16,,,"Jerauld, South Dakota, US",13661.20219,5.818181818
South Dakota,US,2021-04-01 4:27,43.96278565,-100.6940008,93,0,,,"Jones, South Dakota, US",10299.00332,0
South Dakota,US,2021-04-01 4:27,44.36956169,-97.4913945,734,14,,,"Kingsbury, South Dakota, US",14861.30796,1.907356948
South Dakota,US,2021-04-01 4:27,44.02193107,-97.12926365,1298,18,,,"Lake, South Dakota, US",10143.00227,1.386748844
South Dakota,US,2021-04-01 4:27,44.35919441,-103.7929428,2887,45,,,"Lawrence, South Dakota, US",11170.87138,1.558711465
South Dakota,US,2021-04-01 4:27,43.27841182,-96.7203905,8228,77,,,"Lincoln, South Dakota, US",13460.28007,0.935828877
South Dakota,US,2021-04-01 4:27,43.89522709,-99.85201878,625,10,,,"Lyman, South Dakota, US",16530.01851,1.6
South Dakota,US,2021-04-01 4:27,45.75870838,-97.59855639,364,6,,,"Marshall, South Dakota, US",7375.886525,1.648351648
South Dakota,US,2021-04-01 4:27,43.6742571,-97.36863144,784,24,,,"McCook, South Dakota, US",14035.08772,3.06122449
South Dakota,US,2021-04-01 4:27,45.76626028,-99.22118798,240,4,,,"McPherson, South Dakota, US",10088.27238,1.666666667
South Dakota,US,2021-04-01 4:27,44.56676791,-102.7162741,2693,31,,,"Meade, South Dakota, US",9505.153184,1.151132566
South Dakota,US,2021-04-01 4:27,43.58078848,-100.7563186,254,2,,,"Mellette, South Dakota, US",12324.11451,0.787401575
South Dakota,US,2021-04-01 4:27,44.02197882,-97.60992207,290,9,,,"Miner, South Dakota, US",13086.6426,3.103448276
South Dakota,US,2021-04-01 4:27,43.67441641,-96.7910885,29738,343,,,"Minnehaha, South Dakota, US",15397.59959,1.153406416
South Dakota,US,2021-04-01 4:27,44.02266214,-96.67081159,625,17,,,"Moody, South Dakota, US",9504.257908,2.72
South Dakota,US,2021-04-01 4:27,43.33749164,-102.5555498,2085,49,,,"Oglala Lakota, South Dakota, US",14706.91966,2.350119904
South Dakota,US,2021-04-01 4:27,44.0025835,-102.8240777,13246,191,,,"Pennington, South Dakota, US",11642.27642,1.441944738
South Dakota,US,2021-04-01 4:27,45.49049506,-102.4755586,351,14,,,"Perkins, South Dakota, US",12251.3089,3.988603989
South Dakota,US,2021-04-01 4:27,45.06583079,-99.95498503,387,4,,,"Potter, South Dakota, US",17974.91872,1.033591731
South Dakota,US,2021-04-01 4:27,45.62975048,-96.94672673,1312,38,,,"Roberts, South Dakota, US",12622.66692,2.896341463
South Dakota,US,2021-04-01 4:27,44.02351092,-98.0909816,337,3,,,"Sanborn, South Dakota, US",14377.13311,0.890207715
South Dakota,US,2021-04-01 4:27,44.93837606,-98.34626602,825,26,,,"Spink, South Dakota, US",12939.1468,3.151515152
South Dakota,US,2021-04-01 4:27,44.41381872,-100.7349153,339,2,,,"Stanley, South Dakota, US",10942.54358,0.589970501
South Dakota,US,2021-04-01 4:27,44.71571812,-100.1278092,136,3,,,"Sully, South Dakota, US",9777.138749,2.205882353
South Dakota,US,2021-04-01 4:27,43.19338568,-100.7195503,1218,29,,,"Todd, South Dakota, US",11968.16351,2.380952381
South Dakota,US,2021-04-01 4:27,43.34459388,-99.8854891,739,17,,,"Tripp, South Dakota, US",13582.06212,2.300405954
South Dakota,US,2021-04-01 4:27,43.3109081,-97.14865776,1133,53,,,"Turner, South Dakota, US",13513.83588,4.677846425
South Dakota,US,2021-04-01 4:27,,,0,0,,,"Unassigned, South Dakota, US",,
South Dakota,US,2021-04-01 4:27,42.83112163,-96.6557828,2137,41,,,"Union, South Dakota, US",13413.25634,1.918577445
South Dakota,US,2021-04-01 4:27,45.43019636,-100.0307514,753,15,,,"Walworth, South Dakota, US",13854.64581,1.992031873
South Dakota,US,2021-04-01 4:27,43.00924485,-97.39467635,2929,28,,,"Yankton, South Dakota, US",12838.60787,0.955957665
South Dakota,US,2021-04-01 4:27,44.97881876,-101.6654622,340,9,,,"Ziebach, South Dakota, US",12336.71988,2.647058824
Tennessee,US,2021-04-01 4:27,36.12684348,-84.19965764,8454,165,,,"Anderson, Tennessee, US",10982.3586,1.951738822
Tennessee,US,2021-04-01 4:27,35.51123746,-86.45549096,6226,125,,,"Bedford, Tennessee, US",12523.88711,2.007709605
Tennessee,US,2021-04-01 4:27,36.07110411,-88.06849355,1571,40,,,"Benton, Tennessee, US",9721.534653,2.54614895
Tennessee,US,2021-04-01 4:27,35.59942968,-85.20611967,2068,11,,,"Bledsoe, Tennessee, US",13728.09347,0.531914894
Tennessee,US,2021-04-01 4:27,35.68938198,-83.92847788,14698,194,,,"Blount, Tennessee, US",11043.82063,1.31990747
Tennessee,US,2021-04-01 4:27,35.15739424,-84.857186,14035,145,,,"Bradley, Tennessee, US",12982.14781,1.033131457
Tennessee,US,2021-04-01 4:27,36.40355516,-84.1510856,4008,61,,,"Campbell, Tennessee, US",10059.73596,1.521956088
Tennessee,US,2021-04-01 4:27,35.80990797,-86.05738983,1847,31,,,"Cannon, Tennessee, US",12583.45824,1.678397401
Tennessee,US,2021-04-01 4:27,35.97366108,-88.45189331,3541,82,,,"Carroll, Tennessee, US",12752.54799,2.31573002
Tennessee,US,2021-04-01 4:27,36.28969086,-82.12588974,6214,156,,,"Carter, Tennessee, US",11019.48893,2.510460251
Tennessee,US,2021-04-01 4:27,36.26136216,-87.08903581,4261,50,,,"Cheatham, Tennessee, US",10477.78297,1.173433466
Tennessee,US,2021-04-01 4:27,35.42527478,-88.6095842,2073,48,,,"Chester, Tennessee, US",11984.73724,2.315484805
Tennessee,US,2021-04-01 4:27,36.48319149,-83.65947309,2977,74,,,"Claiborne, Tennessee, US",9315.059921,2.485723883
Tennessee,US,2021-04-01 4:27,36.55151008,-85.53930419,1076,31,,,"Clay, Tennessee, US",14130.00657,2.881040892
Tennessee,US,2021-04-01 4:27,35.9278914,-83.11828725,4348,98,,,"Cocke, Tennessee, US",12076.43595,2.253909844
